gene,spearman_rho,p_value,q_value
Ppp1r12a,-0.09143306212564814,8.69485882055162e-10,2.546627538997119e-09
St6gal1,-0.09130703704129137,9.171081339015287e-10,2.6821342910108317e-09
Birc6,-0.09103218012855976,1.029959338048417e-09,3.007724684374772e-09
Nceh1,-0.09096379848548355,1.06007381241222e-09,3.091100187520588e-09
Ctnnb1,-0.0908059893807588,1.1328839886995355e-09,3.298544397141357e-09
Nisch,-0.09075076469264216,1.1594971629488047e-09,3.3710674869849806e-09
Nkd1,-0.09070355665870482,1.1827293054002115e-09,3.433562168540702e-09
Stmn1,-0.09023759871705184,1.4377778387161694e-09,4.167869189357576e-09
Msmo1,-0.09008973434714192,1.5293799190677898e-09,4.426916691064451e-09
Socs2,-0.08995697695560022,1.6164497445990822e-09,4.672106937240329e-09
Sptbn1,-0.0899038027369375,1.6526626825979337e-09,4.7698016401403135e-09
Atg16l2,-0.08987185590664698,1.6747980109698222e-09,4.82664091499612e-09
Hmgb2,-0.08971462122537012,1.7880204720646457e-09,5.145438825723151e-09
Slc22a23,-0.0896731210188112,1.8191267188855315e-09,5.227345237262639e-09
Ero1lb,-0.08956183178532856,1.9051678832059296e-09,5.466642823074199e-09
Cenpa,-0.08954116520358764,1.9215765211819324e-09,5.499087865062493e-09
Ccnb1,-0.08954058608858895,1.9220382978038355e-09,5.499087865062493e-09
Lpp,-0.08926842511439011,2.1514523890595793e-09,6.1465626779924685e-09
Rell1,-0.08897576717552717,2.4278880961163665e-09,6.926312793682621e-09
Apol9b,0.08892337055922515,2.4809041142915734e-09,7.067359414919943e-09
Sgpl1,-0.08885716308043387,2.5495082021134416e-09,7.252342036803272e-09
Cml2,-0.08863374458948806,2.7949210122478847e-09,7.939021323583431e-09
Ccdc85b,-0.08843915976856936,3.027279651381666e-09,8.586702827520164e-09
Bach2,-0.08823058820267596,3.2972117457523582e-09,9.338950746923226e-09
Aldh1b1,0.08813178294117538,3.4331262145423556e-09,9.710000752718508e-09
BC024386,-0.08807248370747703,3.517298888516619e-09,9.93385700371051e-09
Smc4,-0.08805858394044672,3.537317665859494e-09,9.976144116125849e-09
TrnA,-0.0880414809870342,3.562101940092505e-09,1.0031731532140858e-08
Plk1,-0.08790338791081379,3.768502784731864e-09,1.0597908969295726e-08
Rcbtb1,-0.08782276589921544,3.894336708885159e-09,1.093622680890051e-08
AW549542,-0.08778674371752228,3.9518724039529186e-09,1.1076884773121431e-08
Tgif1,-0.08778093757065822,3.961223223964697e-09,1.1076884773121431e-08
Khsrp,-0.0877809315408463,3.96123294617949e-09,1.1076884773121431e-08
Zmpste24,-0.08775595986041694,4.001696020172545e-09,1.1174227446159778e-08
Laptm4b,-0.08761989531549036,4.229334672265923e-09,1.1793222351297222e-08
Cdkn3,-0.08758072105567227,4.297177183651197e-09,1.196552012968791e-08
Paip1,-0.08753080638524008,4.385155501224653e-09,1.2193322680620451e-08
Tacc3,-0.08748297452244022,4.471105554981971e-09,1.2414853486235051e-08
Gabrb3,-0.08742216054691662,4.5827525765948445e-09,1.2707015208875184e-08
Errfi1,-0.08736145268110965,4.696907916663846e-09,1.3005303853283505e-08
Plxna2,-0.08734216334107868,4.7337553150619235e-09,1.3088998962066325e-08
Rpl10a,0.08724358679842771,4.926495045493154e-09,1.3602906012485985e-08
Ubd,-0.0872293886278097,4.9548771702422685e-09,1.3662192699538305e-08
Hsd17b7,-0.08712851410774035,5.161154631295627e-09,1.4211145830183084e-08
Nr4a1,-0.08697505130488117,5.491078928999101e-09,1.5089544184816787e-08
Ryk,-0.08697308641181113,5.495433390525082e-09,1.5089544184816787e-08
Plin4,-0.08679140814400799,5.912903266053589e-09,1.6213328373076207e-08
Gpx3,-0.08651358198844428,6.611566080289617e-09,1.8103969724006333e-08
Mme,-0.08642659558478917,6.8463620380278355e-09,1.8720965074939187e-08
2410006H16Rik,-0.08635339513483882,7.050210761007916e-09,1.9251749550431836e-08
Lgmn,-0.08618108379227919,7.55363281578674e-09,2.0597975278359153e-08
Ehhadh,-0.08611395574590873,7.759066963123082e-09,2.110652483699391e-08
Cidec,-0.08611317796025594,7.76147878426635e-09,2.110652483699391e-08
Ifi27l2b,-0.0860821551252886,7.858273374251688e-09,2.1340393490241194e-08
Adh1,0.08594587265129863,8.297569552862862e-09,2.2502462285335913e-08
Rhag,-0.08588942502872245,8.486433656325838e-09,2.2958630675715268e-08
Rras,-0.08588866553927058,8.489003047014599e-09,2.2958630675715268e-08
Nt5e,-0.08570700481001596,9.12578815405316e-09,2.4647108170168168e-08
Med13,-0.08568119682010886,9.219938879986967e-09,2.486742041709991e-08
Arhgef5,-0.08538490072665236,1.037081798104976e-08,2.793338848574302e-08
Nnt,-0.08507922874341801,1.1704051977650573e-08,3.1481511237843784e-08
Id2,-0.08506038089952235,1.179149629564486e-08,3.1673625239796046e-08
Etnk1,-0.0849390470812358,1.2369807685077269e-08,3.3181967155220844e-08
Car2,-0.08483116224032157,1.2907084791954117e-08,3.457629625161693e-08
Epas1,-0.08467197796911813,1.3741446797958257e-08,3.676162424839442e-08
Maf,-0.08447365024021176,1.4854487291400076e-08,3.968556942580804e-08
Sox9,-0.0843787793105811,1.5417401362523498e-08,4.113387650972868e-08
Gnb1,-0.08423135326308603,1.6333475068794726e-08,4.3519245567395114e-08
Mtmr11,-0.0840961525388248,1.7219887842857553e-08,4.581927088200455e-08
Sdc2,-0.08394009498708142,1.830116486057871e-08,4.8630917915811973e-08
Fgl1,-0.08392963178854393,1.837597266042921e-08,4.876415832170275e-08
TrnS1,-0.08390930893781794,1.852212221544198e-08,4.9086106729127074e-08
Ralgapa2,-0.0838980447605538,1.8603612652910378e-08,4.9236067221959594e-08
Pvrl3,-0.08388902432529256,1.866912162219438e-08,4.934338696133461e-08
Creld2,-0.08387860209885493,1.8745089624775878e-08,4.94780269535139e-08
Hsf2,-0.08340218857145985,2.2556999842400264e-08,5.946025158456709e-08
Ces1e,-0.08325889734582088,2.384380641650776e-08,6.27685822708866e-08
Snca,-0.08323800857861997,2.403724520834509e-08,6.319366193736467e-08
Hs3st3b1,-0.08294376098533426,2.692934353853929e-08,7.070293781632426e-08
Reep5,-0.08293115429217164,2.7060510720886715e-08,7.089372775492533e-08
Chd4,-0.08292988704340626,2.7073730123909268e-08,7.089372775492533e-08
Sgk1,-0.08292097337613168,2.7166890888505896e-08,7.104357577589439e-08
Spc24,-0.08284694328914995,2.7952722311787858e-08,7.300202379181585e-08
Mcfd2,-0.08282310556717018,2.8210420852002222e-08,7.357783908233298e-08
Tlcd2,-0.08280347664757756,2.8424348650883832e-08,7.40381255372824e-08
Acot1,-0.08279315410525324,2.8537480423875775e-08,7.423499841842423e-08
Sox4,-0.08231197427923469,3.432432789642684e-08,8.917108574406814e-08
Cst3,-0.08220806052544127,3.57157750778241e-08,9.26641565995515e-08
Ly6d,-0.08219466596788147,3.5899064852309364e-08,9.301762937485664e-08
Ube2m,-0.08209785452930926,3.725120727147477e-08,9.639481253364611e-08
Pdk4,-0.08203695573737702,3.812692668017875e-08,9.85319399303443e-08
Ndrg1,-0.0816903272479836,4.35045560053703e-08,1.1228264650472204e-07
Aldh1a1,-0.08136131377854229,4.9284590701892173e-08,1.2703472727202195e-07
Rps5,0.08112118682183915,5.396589710712375e-08,1.3892002419372873e-07
Saa2,-0.08110608584111033,5.427426735001924e-08,1.3953215416253322e-07
Acaca,-0.0810810978483804,5.478828899129239e-08,1.4067071082569487e-07
Bcl6,-0.08078431310620168,6.126574692126565e-08,1.5709777128838156e-07
Mbd2,-0.08062143572256367,6.512970836491515e-08,1.6678942155108452e-07
Slco1a4,-0.08058499631518047,6.602593013180682e-08,1.688658006087737e-07
Purb,-0.08048810332818185,6.846748727818601e-08,1.7488400820280846e-07
Fgf21,-0.08042300898905105,7.015662478823546e-08,1.7896728671786002e-07
Acot2,-0.08036456471430962,7.170752469418339e-08,1.8268785608299042e-07
Tm2d3,-0.08032776908479101,7.270092222191873e-08,1.8497446691277818e-07
Scd2,-0.08032441341781396,7.279217767230219e-08,1.8497446691277818e-07
Cenpb,-0.0801631608675872,7.73104977124991e-08,1.96203920382042e-07
Haus8,-0.0800796862627412,7.975494921249197e-08,2.021481212732008e-07
Ulk1,-0.07985017704055832,8.686778427409627e-08,2.1989450641470975e-07
Hamp2,0.07961092964374705,9.4934937141832e-08,2.4000814671279007e-07
Sptan1,-0.07944482886576215,1.0095716344060893e-07,2.549071674611544e-07
Rad51b,-0.07936689099226935,1.0390877203707582e-07,2.620250539761466e-07
Nek2,-0.07930723714080697,1.0622417874844767e-07,2.675225495358994e-07
Mtdh,-0.07924803916987039,1.0857119973463371e-07,2.7308557490505196e-07
App,-0.07919300339235451,1.1079815130747444e-07,2.7833284006972935e-07
Slc25a4,-0.07916868650095589,1.1179611959064458e-07,2.804834117140918e-07
Actg1,-0.0791556583149843,1.1233436979616463e-07,2.8147661481244293e-07
Bptf,-0.07901757305728734,1.1819557105719368e-07,2.9578815693679987e-07
Itih2,-0.07895062798447529,1.2114255843042702e-07,3.0277982050183843e-07
Aebp2,-0.07877579769018002,1.2917783311389403e-07,3.2245527281081884e-07
Tpm2,-0.07876345307263934,1.297642767005905e-07,3.2351068731029937e-07
Mdfic,-0.07868139524595975,1.3372847216465464e-07,3.3297379026388187e-07
Tgfbr2,-0.07856132336482491,1.397408844979482e-07,3.4750657692131275e-07
Ube2s,-0.07853827824669848,1.4092435614733777e-07,3.5000936193880246e-07
Gm4956,0.07809278774644872,1.6580110009450337e-07,4.1127826209138417e-07
Fitm1,-0.07801584030455698,1.705074663910593e-07,4.224226329011582e-07
Socs3,-0.07797259697404146,1.7320877732953656e-07,4.2857791336732636e-07
Mfge8,-0.07776600876792672,1.866950525968696e-07,4.61370148730014e-07
Axin2,-0.07762552009190608,1.964400864412256e-07,4.848465054860212e-07
Id3,-0.07760283191165192,1.980592631231551e-07,4.882333705666804e-07
Myh9,-0.07759851591876196,1.9836873699128392e-07,4.88387288956125e-07
Knstrn,-0.07757505665567083,2.0005904813167688e-07,4.919362414879666e-07
Tmem237,-0.07736686096167719,2.1568262437183354e-07,5.29695091159149e-07
Cyp2f2,-0.07719251765363616,2.2966673313474592e-07,5.633388727138867e-07
Serpina1d,0.07717960031381274,2.3073697848491425e-07,5.652627093738234e-07
Ctnnbip1,0.07698256204562068,2.4767177911534396e-07,6.059988951869245e-07
Kif20a,-0.07672343054748768,2.7177885482962355e-07,6.641616761411196e-07
Taf10,-0.07668948156999729,2.75100241824608e-07,6.714483680089508e-07
Srxn1,-0.07659772394657985,2.8427460050210774e-07,6.929850618898484e-07
Osgin1,-0.07653250164585948,2.90974691254016e-07,7.084445376960463e-07
Ddit4,-0.07631426304186999,3.1452026153344735e-07,7.64829713470634e-07
Rarres1,-0.07622589509280743,3.245682845909829e-07,7.882942243690089e-07
Cx3cr1,-0.07621199195177907,3.261771068249423e-07,7.912296198686023e-07
Slc25a47,0.07608212132275641,3.4158171329879144e-07,8.27582165676116e-07
Rpl37rt,0.07604757903671093,3.4579570908595694e-07,8.367663609093474e-07
Cyp51,-0.07583128444117408,3.733457731045855e-07,9.023283538236743e-07
Lmna,-0.07560738944148185,4.0409013562652595e-07,9.754410233622e-07
Tle3,-0.07542763172246324,4.305274288622965e-07,1.0379911303180002e-06
Akap13,-0.07534965510440308,4.425073767229761e-07,1.0655750106958875e-06
Desi2,-0.07527246413470108,4.5468291334399985e-07,1.0935621893930508e-06
Itgav,-0.07511703180858717,4.801872753271677e-07,1.1534996881188463e-06
Serpina1e,0.07500057701679125,5.001941611504249e-07,1.2001017677116382e-06
Selk,-0.07489972068461555,5.181685373999614e-07,1.2417202405329985e-06
Pbk,-0.07474243261495932,5.474487577298407e-07,1.3101353667824502e-06
Bcl3,-0.07473932266338902,5.480434741168874e-07,1.3101353667824502e-06
Cenpf,-0.07459023510957745,5.772955331975235e-07,1.3783976680332173e-06
Ckap2,-0.0745225155769024,5.910742344734506e-07,1.409594404769616e-06
Dusp16,-0.07442103671070689,6.123167657862367e-07,1.4584942722402288e-06
Cep170b,-0.0743758977403491,6.220003261713356e-07,1.4797769492668236e-06
Hmmr,-0.07436069674348682,6.252944477000672e-07,1.4858258691142221e-06
Cish,-0.07432283034848301,6.33573510586141e-07,1.5036912730237704e-06
Igfbp4,-0.07419274782685692,6.628268070316501e-07,1.5712333303376166e-06
Hn1,-0.07417125842148013,6.677829687161301e-07,1.5810861426967535e-06
Zfyve27,-0.07405341672500156,6.956021910413289e-07,1.6449826934075447e-06
Mpeg1,-0.07401367395022443,7.052336234490381e-07,1.665766874024789e-06
Tmem220,-0.0738493780897921,7.464304802799447e-07,1.7609702380828769e-06
Hamp,0.0738346835072662,7.502259958250935e-07,1.7678150104245647e-06
Plk2,-0.07381441019997363,7.554929822007019e-07,1.7781066973937947e-06
Gm11974,-0.07375897973825477,7.700761807721388e-07,1.8102742085452062e-06
Dpyd,-0.07349530689434225,8.432383687372021e-07,1.979907666263003e-06
Ddb1,-0.07348516411747062,8.461823386273048e-07,1.984463206958697e-06
2700094K13Rik,-0.07346313296194312,8.52611071537968e-07,1.9971707208892925e-06
Il6st,-0.07341535178871943,8.667156731808984e-07,2.0278069655368474e-06
Ly6e,-0.07337670158874582,8.782889588064344e-07,2.0524554037356036e-06
S100a11,-0.0733623735785883,8.826169694261117e-07,2.060134295815139e-06
Ckap2l,-0.07322575212928488,9.249301487313709e-07,2.15635248118151e-06
Cbr1,0.07304276689446297,9.846710218898023e-07,2.2929265138705996e-06
Pgd,-0.0729642176527131,1.011439522784604e-06,2.352489337111956e-06
Tpr,-0.07243945582834142,1.2090914212596676e-06,2.8067251328975913e-06
Mmp14,-0.0724382761744755,1.2095750193367466e-06,2.8067251328975913e-06
Svil,-0.07226501376708698,1.2826605524577064e-06,2.9728252194711437e-06
Slpi,-0.07221698592172057,1.3036598225654346e-06,3.0179572239014803e-06
Cenpp,-0.07205278058875113,1.377981521581396e-06,3.186280079726807e-06
Wfdc3,-0.07194901719491603,1.4270288529577057e-06,3.295836498010963e-06
Otud1,-0.07180273669556471,1.4990325708218788e-06,3.458094973762957e-06
Cyp4a31,-0.07141170653224524,1.709063477490578e-06,3.93801689393808e-06
Gusb,-0.07129681367190209,1.7759675656304314e-06,4.087413128348502e-06
Nnmt,0.07129231584035546,1.778637251084993e-06,4.088797494645385e-06
Sdcbp2,-0.07127378653934405,1.789676017951796e-06,4.1093954558544726e-06
Lmo4,-0.07122626410506529,1.8182890074343327e-06,4.17025216670264e-06
1500012F01Rik,-0.07120135108766913,1.8334640412765537e-06,4.200183556898895e-06
Cd24a,-0.07115396076385887,1.8626669298079796e-06,4.262144120637009e-06
Cav2,-0.07109535684150345,1.899398030272983e-06,4.341167521213512e-06
9530091C08Rik,-0.07104329181258823,1.932613483606972e-06,4.411982513961875e-06
Bmp2,-0.07102587620601868,1.9438479411207027e-06,4.432511395150668e-06
Ces1a,-0.07092478986313264,2.0103055883993587e-06,4.578772060213746e-06
Lgals3,-0.0708700965815684,2.047166911884082e-06,4.657363618866319e-06
Gypa,-0.07067344846277225,2.185136921956026e-06,4.965535281272486e-06
Fgfr4,-0.07057423960013665,2.258087915707183e-06,5.12541883967061e-06
5930430L01Rik,-0.07054518578396571,2.279890832528072e-06,5.168972678793576e-06
Ssr2,-0.07046200734826055,2.343433699873743e-06,5.3069512309855555e-06
Nat8,-0.0704052864098356,2.3877358685577315e-06,5.4010913182364254e-06
Lsm11,-0.07030099277528938,2.4713012511170578e-06,5.5837286553810554e-06
Aftph,-0.0702458108910216,2.516643899558266e-06,5.679686060989375e-06
Smc2,-0.0701583923878912,2.590113398283972e-06,5.8388303174542905e-06
Ccna2,-0.0698502007876792,2.865897245311063e-06,6.4531649817539544e-06
Arhgap35,-0.06984384259266337,2.8718731997719094e-06,6.459264295732724e-06
Dmxl2,-0.06983093211706427,2.8840443217762693e-06,6.479267754717824e-06
Map4k4,-0.0697939071283382,2.919223983909838e-06,6.550857907139331e-06
Ccdc34,-0.06972441706949915,2.986364860225445e-06,6.693926676491728e-06
Tubb5,-0.06970107164826585,3.009251566789117e-06,6.737588162561817e-06
Hmox1,-0.06969129291873061,3.018888056407276e-06,6.751517746060164e-06
Ifngr1,-0.06967242430870207,3.037565915170796e-06,6.785613349483236e-06
Sprr1a,-0.06956357748742066,3.1474949294394746e-06,7.023247715013366e-06
Acsl3,-0.06944754985247503,3.2688734742648425e-06,7.285865680520399e-06
Cidea,-0.06940554946899109,3.3139071923795974e-06,7.377921756007279e-06
Hmgcr,-0.0693953514543976,3.3249311331146915e-06,7.3941381891650685e-06
Acsl4,-0.06930944939204893,3.4191960127676784e-06,7.595225300271573e-06
Tuba1b,-0.06928721510257553,3.444009120646612e-06,7.641757611131708e-06
Alas1,-0.06920147881996705,3.5413152493751424e-06,7.848856780285489e-06
F2r,-0.06918980536103449,3.5547660962819824e-06,7.869846105654512e-06
Slc27a1,-0.06905747037459317,3.7107151107235036e-06,8.20591026163352e-06
Pmepa1,-0.0689190553960295,3.880835857979279e-06,8.572527923156462e-06
Ajuba,-0.06884441263219136,3.975652779850907e-06,8.772171368041565e-06
Plscr1,-0.06879496492287962,4.039682945720712e-06,8.903515254949665e-06
Cyp4a32,-0.06874634702549241,4.103601117531029e-06,9.034320054965305e-06
Racgap1,-0.06871580839076809,4.144244624093232e-06,9.11365030237188e-06
Cdc20,-0.0685717268288378,4.341259127248154e-06,9.536299216188446e-06
Dynll1,-0.06856497307034068,4.350710808463102e-06,9.546454237881854e-06
Pbxip1,-0.06849573514933686,4.44875083956161e-06,9.750754334604549e-06
Rad51,-0.0683380365785919,4.680009362815385e-06,1.0246266345831691e-05
Trim47,-0.06830599182680326,4.728388578252115e-06,1.0340734755757116e-05
Tpx2,-0.0682680348430974,4.786313361919661e-06,1.0455846979574772e-05
Serpinb8,-0.0681574287923911,4.9590054521369645e-06,1.0821141036285629e-05
Hal,0.06812097729766038,5.017213560508601e-06,1.0936087330899121e-05
Cdc25c,-0.06810632884486671,5.04078891575487e-06,1.0975374104016934e-05
Crlf2,-0.06799665170916178,5.220704504438398e-06,1.135460154595678e-05
TrnG,-0.067920731268255,5.348827944561488e-06,1.1620475655382485e-05
Kifc3,-0.0679051992046381,5.375408137993383e-06,1.16654027319571e-05
Cbr3,-0.06776134303976764,5.627672548531772e-06,1.2199461215402756e-05
Abcc4,-0.06775121394722963,5.645855348536574e-06,1.2225472096447762e-05
Fdft1,-0.06769279497893867,5.751825694706216e-06,1.244131225211618e-05
B930041F14Rik,-0.06748255649956801,6.149162557901184e-06,1.3286223362809442e-05
Nudt18,-0.06718543840059743,6.75571862338585e-06,1.4580846854185399e-05
Nid1,-0.06715115848932057,6.829273113954567e-06,1.4723525568471298e-05
Ext1,-0.06697611827673454,7.216952695717216e-06,1.5542391589796228e-05
Slc20a1,-0.06686107965894672,7.483103915359901e-06,1.609803747624214e-05
Derl3,-0.06682748681147645,7.562577026903573e-06,1.6251320415422135e-05
Hsd3b5,-0.06659582984965114,8.132999975590035e-06,1.745813349809066e-05
Eng,-0.06633555959979542,8.822896637053865e-06,1.8918510467956063e-05
Plxnb1,-0.06632716343914556,8.846057555793613e-06,1.8947622738682527e-05
Cxcl16,-0.06630179141324118,8.91640008128872e-06,1.9077622251848268e-05
Rtn4,-0.06625901738994451,9.036199932167332e-06,1.931304569285926e-05
Ank3,-0.06606649380838199,9.59470674188632e-06,2.0484595279383646e-05
Rps27,-0.06586645721359854,1.0209856919129612e-05,2.1774419772512667e-05
Slc25a23,-0.06550666001827475,1.1412245720084669e-05,2.431251054806831e-05
Mbd3,-0.0654341019685717,1.1670572838405225e-05,2.4836084501105627e-05
Gnai2,-0.0654250850924584,1.1703062531618268e-05,2.4878445833343352e-05
Rpl18,0.06532604610827529,1.2065647712988478e-05,2.562168155593794e-05
Osbp,-0.065307468626944,1.2134843651552431e-05,2.5740971994763042e-05
Cdca8,-0.06506010368897053,1.3093059761917013e-05,2.7743814736666596e-05
Acacb,-0.06504544997617291,1.3152031130490508e-05,2.7838935272997575e-05
Gstm4,-0.0649832372786436,1.340522799593444e-05,2.8343061645318983e-05
Phlda3,-0.06497991725366768,1.3418869853322492e-05,2.8343061645318983e-05
Dcdc2a,-0.06483186593518184,1.4040846230180245e-05,2.9625136603059066e-05
Prg4,-0.06470018829850893,1.4617045882281851e-05,3.080799542566228e-05
Qpct,-0.06464903456931285,1.484690875976569e-05,3.125914655810092e-05
Slc22a27,-0.06459651380735532,1.508649726745625e-05,3.172979265719256e-05
Pilra,-0.06436432006134303,1.6190578623261185e-05,3.401570025312154e-05
Apol9a,0.0643242013930892,1.6388980127151735e-05,3.439598058532801e-05
Hsd17b6,0.064320078980031,1.6409497706978636e-05,3.4402520643368784e-05
Nusap1,-0.06416341356664265,1.7207625704249877e-05,3.6037580526802974e-05
Slc50a1,-0.06401701898927872,1.7986743079786705e-05,3.762940853834742e-05
Rps19,0.06400607046205233,1.8046342381896685e-05,3.771418487210333e-05
Icam1,-0.06381715919809848,1.9104796772646496e-05,3.988403719062526e-05
H2-T23,-0.06358066523780329,2.0513300110156393e-05,4.277931890061096e-05
Ces1b,-0.06345051569216713,2.133005154287192e-05,4.443573435222106e-05
Tubb6,-0.06341901250045796,2.1532351269822494e-05,4.4809956274146394e-05
Cyp26a1,-0.06340560650082472,2.1618991385674778e-05,4.4942950546245046e-05
Ubald2,-0.06329363892193396,2.2355682655724865e-05,4.6425614086521064e-05
Mt2,-0.06314622966079243,2.33620407261661e-05,4.846459025774437e-05
Rragd,-0.06312918288089127,2.3481159986985456e-05,4.866064286611137e-05
Hbb-bh1,-0.06291403781141133,2.5035084343206427e-05,5.1826556802637805e-05
Cdkn1a,-0.06278799102863339,2.5990400670746242e-05,5.374793109421058e-05
Pam,-0.06257833701223302,2.765658118940027e-05,5.7133815058980496e-05
Slc43a3,-0.06241688441755673,2.9008372014995107e-05,5.986383243595546e-05
Cyp21a1,-0.06234306781108553,2.9647117342339637e-05,6.111819706549057e-05
Fam25c,0.062261164463533386,3.0371472170234655e-05,6.2546250500577e-05
Pdcd4,-0.06216719918311143,3.1223209845926025e-05,6.423338799729006e-05
Hsp90aa1,-0.061722730989041304,3.5568805718954624e-05,7.309722339539843e-05
Fut11,-0.06164702089959434,3.6364028542863446e-05,7.465387791198445e-05
Mad2l1,-0.06149482064564794,3.801401327962881e-05,7.796027412222631e-05
Cd14,-0.061490361725538255,3.8063406906422034e-05,7.798067922693923e-05
Myc,-0.061438803320354146,3.863898578104256e-05,7.905350538213991e-05
Rpl37a,0.06143630891184639,3.8667040821714364e-05,7.905350538213991e-05
Rps15a,0.061338445580887795,3.978310734043075e-05,8.125124298763594e-05
Cdkn2d,-0.061101192969461905,4.261703358597742e-05,8.694930381783009e-05
Tstd1,0.06104129415867207,4.336220801130555e-05,8.837843839005265e-05
Cd38,-0.06099796571150409,4.390892145686551e-05,8.940055377983842e-05
Fabp4,-0.06072804414841437,4.74647613372309e-05,9.654098062109619e-05
Mt1,-0.0606920237205694,4.7959423952794535e-05,9.744684599658252e-05
Ccdc120,-0.06065933721941292,4.8412527346929006e-05,9.826649544648731e-05
Csad,-0.06063511647262108,4.875089138124106e-05,9.885180744688573e-05
Mup5,-0.06060996340449124,4.9104651509607036e-05,9.946710659271835e-05
H2-Q4,-0.06055829441751171,4.983898478457695e-05,0.00010085125170840188
Gltp,-0.06044592415794808,5.147210327123218e-05,0.00010404943575380985
B4galt5,-0.0603754170545075,5.252255808426809e-05,0.0001060644507993851
Rassf1,-0.06030807545714281,5.354478685955473e-05,0.0001080184118585099
Pcsk9,-0.060253809221769275,5.438221707008953e-05,0.00010959596651128135
C8b,-0.060078701956465023,5.716985001280169e-05,0.0001150965310339195
Tkfc,0.05995158883798113,5.927761830627717e-05,0.0001192185670310376
Flna,-0.059919518527954234,5.9820908486521587e-05,0.00012018895942871257
Rpl18a,0.05987146750997895,6.06437507299097e-05,0.00012171847227718931
St5,-0.059732551639635555,6.308326888165276e-05,0.00012648643263593053
Rps28,0.059720391449527135,6.330117941443391e-05,0.0001267947636295196
Dhcr7,-0.059714206945792346,6.34122787547882e-05,0.00012688873997795168
Prdx4,-0.0596244750396622,6.504514046372293e-05,0.00013002451233243701
Isyna1,-0.05943215844291502,6.867972251490992e-05,0.00013715132465856253
Efnb1,-0.05931324512077597,7.102228962472844e-05,0.00014168624277304553
Hmgcs1,-0.059102606320602706,7.535838150339174e-05,0.00015018500023407808
Slc25a1,-0.059083759878246475,7.575830732921377e-05,0.00015082998347417485
Cox6b2,-0.05906061729265993,7.62521429244567e-05,0.00015166044925719405
Nfkbiz,-0.05898326575533438,7.792490764796839e-05,0.00015483170092465677
Ppp1r12c,-0.058941135713202926,7.885051972959782e-05,0.00015651353163194268
Rrm1,-0.058888286354090665,8.002633517024027e-05,0.00015868812901862088
Id1,-0.05884104964524171,8.109128299443394e-05,0.00016063874396793175
Mylip,-0.05883601000652887,8.120568846917775e-05,0.00016070435045401844
Depdc1a,-0.0588143149084209,8.169993535128286e-05,0.00016152077218948622
Gtse1,-0.05825336094969455,9.551108103056766e-05,0.00018863677042700526
Cenpw,-0.05809148446430419,9.988926699397999e-05,0.00019708690703303239
Csf1r,-0.05801841264355047,0.00010192703598618284,0.00020090702905751093
Rhbdf2,-0.05793844131944229,0.00010420214173862472,0.00020518688667057875
Serpinb6a,-0.05780194138936831,0.00010819647840853347,0.00021281605430822987
Egfl7,-0.0577987412996754,0.00010829183137788531,0.00021281605430822987
Micu3,-0.05777585219914551,0.00010897617168987523,0.00021394825365529625
TrnN,-0.05768650718435852,0.00011168664676409556,0.00021905208398077076
Tacc1,-0.05761342878354694,0.00011395077508783524,0.00022327124117804787
Esco2,-0.05749517338690773,0.00011770649209163262,0.00023040171768827494
Gpr155,-0.05745111210112567,0.00011913545582326806,0.00023296814655054498
Sh3bgrl3,-0.057367398848040964,0.00012189554304592324,0.0002381299294484093
Dbf4,-0.057160006163800126,0.00012899527745024127,0.0002517509017957818
H2-T3,-0.05706543963439258,0.00013236032375734565,0.0002580634714677242
Slc43a2,-0.057017684415912415,0.00013409089737649108,0.0002611800040525348
Cdkn2c,-0.05699364627832289,0.00013497004364005556,0.0002626336380673128
Cyp2d40,-0.05681750680136314,0.00014157957269039824,0.0002752240070884143
Mup12,0.05678112559889703,0.0001429822000692209,0.0002776776125116402
Lbh,-0.05672704014541955,0.00014509159102534723,0.00028149762066448624
Pltp,-0.056496362289600914,0.00015442155049426212,0.0002993052993403492
Eppk1,-0.05647933380423795,0.00015513219737279169,0.0003000961360347246
Marcksl1,-0.056479310863733985,0.0001551331568171414,0.0003000961360347246
Ier5,-0.05623330224825302,0.0001657493714648683,0.0003203191665552734
Sirpa,-0.05619090723362056,0.00016764652211925796,0.0003236691154587627
Lmo2,-0.05604479289199865,0.00017434268897156688,0.0003362687766797929
Ppap2a,-0.056039184288713476,0.00017460466604129774,0.00033644583310296844
Mapt,-0.05590332183976959,0.00018106499439878574,0.0003485545218368057
Cenpq,-0.05587702027076186,0.0001823413248550959,0.00035067003816977103
Nuf2,-0.05581099054790056,0.0001855828936337721,0.00035655722129637263
Cdk1,-0.055803351928427496,0.00018596136821300564,0.00035693749995836127
Sult2a8,0.0557289541133166,0.00018968572126956668,0.0003637329495149693
